source,product_key,observed_id,color_code,category_path,category_url,evidence_url,evidence_type
musinsa,2609006,2609006,,바지 > 슈트 팬츠 > 슬랙스,,https://goods-detail.musinsa.com/api2/goods/2609006,restored_survey
musinsa,6146614,6146614,,바지 > 숏 팬츠,,https://goods-detail.musinsa.com/api2/goods/6146614,restored_survey
musinsa,5413150,5413150,,바지 > 코튼 팬츠,,https://goods-detail.musinsa.com/api2/goods/5413150,restored_survey
musinsa,5354512,5354512,,바지 > 슈트 팬츠 > 슬랙스,,https://goods-detail.musinsa.com/api2/goods/5354512,restored_survey
musinsa,4702364,4702364,,바지 > 트레이닝 > 조거 팬츠,,https://goods-detail.musinsa.com/api2/goods/4702364,restored_survey
musinsa,4933453,4933453,,바지 > 데님 팬츠,,https://goods-detail.musinsa.com/api2/goods/4933453,restored_survey
musinsa,4190655,4190655,,바지 > 숏 팬츠,,https://goods-detail.musinsa.com/api2/goods/4190655,restored_survey
musinsa,6809660,6809660,,스포츠 > 레저 > 하의 > 숏팬츠,,https://goods-detail.musinsa.com/api2/goods/6809660,restored_survey
musinsa,4071959,4071959,,바지 > 숏 팬츠,,https://goods-detail.musinsa.com/api2/goods/4071959,restored_survey
musinsa,6694431,6694431,,바지 > 트레이닝 > 조거 팬츠,,https://goods-detail.musinsa.com/api2/goods/6694431,restored_survey
musinsa,4993190,4993190,,바지 > 코튼 팬츠,,https://goods-detail.musinsa.com/api2/goods/4993190,restored_survey
musinsa,5152458,5152458,,바지 > 슈트 팬츠 > 슬랙스,,https://goods-detail.musinsa.com/api2/goods/5152458,restored_survey
musinsa,6733025,6733025,,바지 > 데님 팬츠,,https://goods-detail.musinsa.com/api2/goods/6733025,restored_survey
musinsa,4108579,4108579,,바지 > 슈트 팬츠 > 슬랙스,,https://goods-detail.musinsa.com/api2/goods/4108579,restored_survey
musinsa,6373202,6373202,,바지 > 코튼 팬츠,,https://goods-detail.musinsa.com/api2/goods/6373202,restored_survey
musinsa,2303284,2303284,,바지 > 데님 팬츠,,https://goods-detail.musinsa.com/api2/goods/2303284,restored_survey
musinsa,6152463,6152463,,바지 > 기타 하의,,https://goods-detail.musinsa.com/api2/goods/6152463,restored_survey
musinsa,3306719,3306719,,바지 > 코튼 팬츠,,https://goods-detail.musinsa.com/api2/goods/3306719,restored_survey
musinsa,4719540,4719540,,바지 > 숏 팬츠,,https://goods-detail.musinsa.com/api2/goods/4719540,restored_survey
musinsa,3189629,3189629,,바지 > 코튼 팬츠,,https://goods-detail.musinsa.com/api2/goods/3189629,restored_survey
musinsa,6102673,6102673,,바지 > 코튼 팬츠,,https://goods-detail.musinsa.com/api2/goods/6102673,restored_survey
musinsa,3943088,3943088,,바지 > 트레이닝 > 조거 팬츠,,https://goods-detail.musinsa.com/api2/goods/3943088,restored_survey
musinsa,6454409,6454409,,바지 > 코튼 팬츠,,https://goods-detail.musinsa.com/api2/goods/6454409,restored_survey
musinsa,3837942,3837942,,바지 > 트레이닝 > 조거 팬츠,,https://goods-detail.musinsa.com/api2/goods/3837942,restored_survey
musinsa,3274287,3274287,,바지 > 트레이닝 > 조거 팬츠,,https://goods-detail.musinsa.com/api2/goods/3274287,restored_survey
musinsa,5946738,5946738,,바지 > 데님 팬츠,,https://goods-detail.musinsa.com/api2/goods/5946738,restored_survey
musinsa,6390295,6390295,,바지 > 데님 팬츠,,https://goods-detail.musinsa.com/api2/goods/6390295,restored_survey
musinsa,6696985,6696985,,원피스 > 스커트 > 미니원피스,,https://goods-detail.musinsa.com/api2/goods/6696985,restored_survey
musinsa,6515986,6515986,,원피스 > 스커트 > 미디스커트,,https://goods-detail.musinsa.com/api2/goods/6515986,restored_survey
musinsa,6786600,6786600,,원피스 > 스커트 > 미디원피스,,https://goods-detail.musinsa.com/api2/goods/6786600,restored_survey
musinsa,6677393,6677393,,원피스 > 스커트 > 미디원피스,,https://goods-detail.musinsa.com/api2/goods/6677393,restored_survey
musinsa,6458570,6458570,,원피스 > 스커트 > 맥시원피스,,https://goods-detail.musinsa.com/api2/goods/6458570,restored_survey
musinsa,6411854,6411854,,원피스 > 스커트 > 미니원피스,,https://goods-detail.musinsa.com/api2/goods/6411854,restored_survey
musinsa,6721706,6721706,,원피스 > 스커트 > 미니스커트,,https://goods-detail.musinsa.com/api2/goods/6721706,restored_survey
musinsa,6693986,6693986,,원피스 > 스커트 > 미니원피스,,https://goods-detail.musinsa.com/api2/goods/6693986,restored_survey
musinsa,5991125,5991125,,원피스 > 스커트 > 미디원피스,,https://goods-detail.musinsa.com/api2/goods/5991125,restored_survey
musinsa,4687212,4687212,,원피스 > 스커트 > 미니스커트,,https://goods-detail.musinsa.com/api2/goods/4687212,restored_survey
musinsa,6786762,6786762,,원피스 > 스커트 > 미니스커트,,https://goods-detail.musinsa.com/api2/goods/6786762,restored_survey
musinsa,5134734,5134734,,원피스 > 스커트 > 맥시원피스,,https://goods-detail.musinsa.com/api2/goods/5134734,restored_survey
musinsa,4154987,4154987,,원피스 > 스커트 > 맥시원피스,,https://goods-detail.musinsa.com/api2/goods/4154987,restored_survey
musinsa,4622191,4622191,,원피스 > 스커트 > 미니원피스,,https://goods-detail.musinsa.com/api2/goods/4622191,restored_survey
musinsa,5199474,5199474,,원피스 > 스커트 > 미니원피스,,https://goods-detail.musinsa.com/api2/goods/5199474,restored_survey
musinsa,6746766,6746766,,원피스 > 스커트 > 미니원피스,,https://goods-detail.musinsa.com/api2/goods/6746766,restored_survey
musinsa,5698175,5698175,,원피스 > 스커트 > 미디스커트,,https://goods-detail.musinsa.com/api2/goods/5698175,restored_survey
musinsa,6305730,6305730,,원피스 > 스커트 > 롱스커트,,https://goods-detail.musinsa.com/api2/goods/6305730,restored_survey
musinsa,6488982,6488982,,원피스 > 스커트 > 맥시원피스,,https://goods-detail.musinsa.com/api2/goods/6488982,restored_survey
musinsa,6472215,6472215,,원피스 > 스커트 > 미디스커트,,https://goods-detail.musinsa.com/api2/goods/6472215,restored_survey
uniqlo,E465755,E465755-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
