source,product_key,observed_id,color_code,category_path,category_url,queue_audience,actual_audience,accepted_for_audience_quota,evidence_url,evidence_type
uniqlo,E482299,E482299-000,000,티셔츠 & 스웨트셔츠 & UT > 티셔츠 (반팔 & 긴팔) > DRY-EX,https://www.uniqlo.com/kr/ko/men/tops/t-shirts,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E482299-000/00,live_public_response
uniqlo,E482983,E482983-000,000,원피스 & 스커트 > 원피스 > 슬리브리스 원피스,https://www.uniqlo.com/kr/ko/women/dress-and-skirts,WOMEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E482983-000/00,live_public_response
uniqlo,E482758,E482758-000,000,팬츠 > 스웨트 팬츠 & 조거 팬츠 > 스웨트,https://www.uniqlo.com/kr/ko/men/bottoms,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E482758-000/00,live_public_response
uniqlo,E483268,E483268-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,https://www.uniqlo.com/kr/ko/women/tops/t-shirts,WOMEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E483268-000/00,live_public_response
uniqlo,E482883,E482883-000,000,팬츠 > 와이드 팬츠 > 유틸리티(카고ㆍ커브),https://www.uniqlo.com/kr/ko/men/bottoms,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E482883-000/00,live_public_response
uniqlo,E483461,E483461-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,https://www.uniqlo.com/kr/ko/women/tops/t-shirts,WOMEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E483461-000/00,live_public_response
uniqlo,E482937,E482937-000,000,팬츠 > 쇼트 팬츠(반바지) > 유니섹스,https://www.uniqlo.com/kr/ko/men/bottoms,MEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E482937-000/00,live_public_response
uniqlo,E483463,E483463-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,https://www.uniqlo.com/kr/ko/women/tops/t-shirts,WOMEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E483463-000/00,live_public_response
uniqlo,E482939,E482939-000,000,스포츠 유틸리티 웨어 > 팬츠 > 기어 팬츠,https://www.uniqlo.com/kr/ko/men/bottoms,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E482939-000/00,live_public_response
uniqlo,E483479,E483479-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 슬리브리스,https://www.uniqlo.com/kr/ko/women/tops/t-shirts,WOMEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E483479-000/00,live_public_response
uniqlo,E482942,E482942-000,000,Special Collaborations > UNIQLO and JW ANDERSON > Bottoms,https://www.uniqlo.com/kr/ko/men/bottoms,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E482942-000/00,live_public_response
uniqlo,E483535,E483535-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,https://www.uniqlo.com/kr/ko/women/tops/t-shirts,WOMEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E483535-000/00,live_public_response
uniqlo,E482944,E482944-000,000,팬츠 > 쇼트 팬츠(반바지) > 유니섹스,https://www.uniqlo.com/kr/ko/men/bottoms,MEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E482944-000/00,live_public_response
uniqlo,E483536,E483536-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 긴팔,https://www.uniqlo.com/kr/ko/women/tops/t-shirts,WOMEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E483536-000/00,live_public_response
uniqlo,E482965,E482965-000,000,Special Collaborations > Uniqlo U > Bottoms,https://www.uniqlo.com/kr/ko/men/bottoms,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E482965-000/00,live_public_response
uniqlo,E483285,E483285-000,000,팬츠 > 스웨트 팬츠 & 조거 팬츠 > 스웨트,https://www.uniqlo.com/kr/ko/men/bottoms,MEN,WOMEN,False,https://www.uniqlo.com/kr/ko/products/E483285-000/00,live_public_response
uniqlo,E483970,E483970-000,000,티셔츠 & 스웨트셔츠 & UT > 티셔츠 (반팔 & 긴팔) > DRY-EX,https://www.uniqlo.com/kr/ko/men/tops/t-shirts,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E483970-000/00,live_public_response
uniqlo,E484080,E484080-000,000,티셔츠 & 스웨트셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 긴팔,https://www.uniqlo.com/kr/ko/men/tops/t-shirts,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E484080-000/00,live_public_response
uniqlo,E484209,E484209-000,000,팬츠 > 쇼트 팬츠(반바지) > 데님 & 코튼,https://www.uniqlo.com/kr/ko/men/bottoms,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E484209-000/00,live_public_response
